"Title","Director","Year","Country","Synopsis","Image","TitleTreatment","Artwork","FocalX","FocalY","OurTake","TrailerURL","PreviewURL"
"Great Freedom","Sebastian Meise","2021","Austria, Germany","In post-war Germany, liberation by the Allies does not mean freedom for everyone. Hans is imprisoned again and again under Paragraph 175, a law criminalizing homosexuality. Over the course of decades, he develops an unlikely yet tender bond with his cellmate Viktor, a convicted murderer.","https://assets.mubicdn.net/images/film/307322/image-w448.jpg?1745498574","https://images.mubicdn.net/images/artworks/463704/cache-463704-1651591662/images-original.png","https://images.mubicdn.net/images/artworks/452116/cache-452116-1652953194/images-original.png","0.4039","0.294554","Unearthing heartrending chapters of queer history in postwar Germany, Sebastian Meise’s moving drama harnesses the healing power of intimacy that blooms in defiance of systematic oppression. Franz Rogowski mesmerizes with a powerhouse performance in this absorbing tale of resilience and resistance.","https://trailers.mubicdn.net/307322/optimised/1080p-t-great-freedom_en_us_1651808479.mp4","https://trailers.mubicdn.net/307322/optimised/240p-t-great-freedom_en_us_1651808479.mp4"
"Prayers for the Stolen","Tatiana Huezo","2021","Mexico, Germany","Three young girls live in a rural village in Guerrero dominated by the violent presence of the local drug trade and the threat of human trafficking. Trained by their mothers to flee at any moment and forced into extreme measures to evade capture, they must learn to navigate their harsh surroundings.","https://assets.mubicdn.net/images/film/307326/image-w448.jpg?1745498585","https://images.mubicdn.net/images/artworks/462581/cache-462581-1651137507/images-original.png","https://images.mubicdn.net/images/artworks/824723/cache-824723-1752015515/images-original.png","0.497214","0.0742574","Under the shadow of drug and human trafficking, girlhood reveries tenderly bloom in Tatiana Huezo’s sensorial narrative debut. Produced by the team behind Roma, this profound tale of love and survival juxtaposes the lushness of rural Mexico with the cartel violence looming over crimson poppy fields.","https://trailers.mubicdn.net/307326/optimised/1080p-t-prayers-for-the-stolen_en_us_1651219802.mp4","https://trailers.mubicdn.net/307326/optimised/240p-t-prayers-for-the-stolen_en_us_1651219802.mp4"
"Lingui, The Sacred Bonds","Mahamat-Saleh Haroun","2021","France, Germany","On the outskirts of the capital of Chad, determined single mother Amina works tirelessly to provide for herself and her 15-year old daughter Maria. When Amina discovers Maria is pregnant and does not want a child, the two women begin to seek out an abortion, condemned by both religion and law.","https://assets.mubicdn.net/images/film/307316/image-w448.jpg?1745498585","https://images.mubicdn.net/images/artworks/452447/cache-452447-1646391949/images-original.png","https://images.mubicdn.net/images/artworks/429779/cache-429779-1654598279/images-original.jpeg","0.328767","0.404255","In this sumptuous masterwork from Mahamat-Saleh Haroun, the outskirts of N’Djamena shimmer with a vivacity that belies brutal prejudices. A powerful ode to the resilience of Chadian women in the face of patriarchal cruelty, this quietly radical drama has all the healing warmth of a mother’s embrace.","https://trailers.mubicdn.net/307316/optimised/1080p-t-lingui_en_us_1646748543.mp4","https://trailers.mubicdn.net/307316/optimised/240p-t-lingui_en_us_1646748543.mp4"
"Lamb","Valdimar Jóhannsson","2021","Iceland, Sweden","A couple living alone on a remote farm in Iceland find their quiet existence shaken by the astonishing discovery of a mysterious newborn amongst their sheep. They decide to raise the child as their own, but soon face the consequences of defying the will of nature.","https://assets.mubicdn.net/images/film/269756/image-w448.jpg?1745497167","https://images.mubicdn.net/images/artworks/451349/cache-451349-1645791118/images-original.png","https://images.mubicdn.net/images/artworks/806293/cache-806293-1751995973/images-original.png","0.48468","0.324257","Precision-timed in revealing its uncanny mysteries, it’s little wonder that Valdimar Jóhannsson’s nightmarishly eerie debut took the Prize of Originality at Cannes. Led by a magnificent Noomi Rapace, this genre-defying fable stages a cloven reckoning with the psychological landscapes of motherhood.","https://trailers.mubicdn.net/269756/optimised/1080p-t-lamb-2020_en_us_1645774352.mp4","https://trailers.mubicdn.net/269756/optimised/240p-t-lamb-2020_en_us_1645774352.mp4"
"Petite Maman","Céline Sciamma","2021","France","After the death of her beloved grandmother, eight-year-old Nelly meets a strangely familiar girl her own age in the woods. Instantly forming a connection with this mysterious new friend, Nelly embarks on a fantastical journey of discovery which helps her come to terms with this newfound loss.","https://assets.mubicdn.net/images/film/284698/image-w448.jpg?1745498085","https://images.mubicdn.net/images/artworks/450265/cache-450265-1645126346/images-original.png","https://images.mubicdn.net/images/artworks/818329/cache-818329-1752008604/images-original.png","0.572423","0.341584","Following the international triumph of Portrait of a Lady on Fire, Céline Sciamma returns to the mysteries of childhood with this spellbinding adventure in imagination. Delicately playful, and tinged with melancholy, Petite Maman weaves a spectral fairytale from a child’s-eye view on love and loss.","https://trailers.mubicdn.net/284698/optimised/1080p-t-petite-maman_en_us_1645175490.mp4","https://trailers.mubicdn.net/284698/optimised/240p-t-petite-maman_en_us_1645175490.mp4"
"Taste","Le Bao","2021","Vietnam, Singapore","Bassley, a Nigerian footballer living in Vietnam, has been unable to make a living since he broke his leg. He and four middle-aged women he sometimes works for decide to escape to an old house, where together they create a special world for themselves. But this intimate utopia cannot last forever.","https://assets.mubicdn.net/images/film/294106/image-w448.jpg?1745498078","","https://images.mubicdn.net/images/artworks/810537/cache-810537-1752000340/images-original.png","0.562674","0.428218","Through hypnotic bodily gestures and earthy rituals of food preparation, Lê Bảo’s extraordinary debut lends an otherworldly sensuality to the slums of Ho Chi Minh City. Set against the grey solitude of urban precarity is a meeting of lost souls whose wordless tenderness transcends language barriers.","https://trailers.mubicdn.net/294106/optimised/1080p-t-taste-2021_en_us_3793.0_1920_1080_1614329811.mp4","https://trailers.mubicdn.net/294106/optimised/240p-t-taste-2021_en_us_3793.0_1920_1080_1614329811.mp4"
"Cow","Andrea Arnold","2021","United Kingdom","A portrait of the life of a dairy cow called Luma, this observational documentary unflinchingly chronicles its subject’s daily life, from grazing in green fields to giving birth, making milk and everything in between.","https://assets.mubicdn.net/images/film/291527/image-w448.jpg?1745498577","https://images.mubicdn.net/images/artworks/451341/cache-451341-1645790536/images-original.png","https://images.mubicdn.net/images/artworks/820596/cache-820596-1752011161/images-original.png","0.466574","0.460396","An astonishingly singular feat of sensorial cinema, Andrea Arnold’s first foray into nonfiction filmmaking finds yet another indelible heroine in Luma, a dairy cow. Resounding with transformative empathy for the inner lives of animals, this powerful documentary wears its loving heart on its sleeve.","https://trailers.mubicdn.net/291527/optimised/1080p-t-cow-2021_en_us_1643311337.mp4","https://trailers.mubicdn.net/291527/optimised/240p-t-cow-2021_en_us_1643311337.mp4"
"Azor","Andreas Fontana","2021","Switzerland, France","Argentina, 1980. Private banker Yvan arrives from Geneva to replace a colleague who has mysteriously disappeared in military-ruled Buenos Aires. Moving through a society under surveillance, he finds himself untangling a sinister web of colonialism, high finance, and a nation’s “Dirty War”.","https://assets.mubicdn.net/images/film/294098/image-w448.jpg?1745498078","https://images.mubicdn.net/images/artworks/425115/cache-425115-1637863907/images-original.png","https://images.mubicdn.net/images/artworks/444263/cache-444263-1668377621/images-original.png","0.428969","0.475248","So riveting, sly, and sophisticated is Azor, it’s incredible to think that it’s Swiss filmmaker Andreas Fontana’s debut feature. Set in the vampirically elegant, high-finance world of Argentina’s ultra-elites, this icily controlled conspiracy thriller holds its tension like an unsprung bear trap.","https://trailers.mubicdn.net/294098/optimised/1080p-t-azor_en_us_1638543019.mp4","https://trailers.mubicdn.net/294098/optimised/240p-t-azor_en_us_1638543019.mp4"
"Annette","Leos Carax","2021","France, United States","A seemingly perfect couple—a provocative stand-up comedian and internationally renowned opera singer—live glamorous lives in contemporary Los Angeles. However, when they welcome their daughter Annette into the world, her mysterious gifts will change their lives forever.","https://assets.mubicdn.net/images/film/164163/image-w448.jpg?1745496846","https://images.mubicdn.net/images/artworks/424917/cache-424917-1637854444/images-original.png","https://images.mubicdn.net/images/artworks/895285/cache-895285-1765901511/images-original.png","0.522284","0.415842","Visionary filmmaker Leos Carax’s fantastical, mind-melting rock opera swells with visual invention and emotional highs. Stunningly physical performances from Adam Driver and Marion Cotillard, along with hypnotic music from legendary Sparks brothers, make this a once-in-a-lifetime viewing experience!","https://trailers.mubicdn.net/164163/optimised/1080p-t-annette_en_us_1637922614.mp4","https://trailers.mubicdn.net/164163/optimised/240p-t-annette_en_us_1637922614.mp4"
"Cryptozoo","Dash Shaw","2021","United States","In a world inhabited by humans and rare mythical creatures known as “Cryptids”, zookeeper Lauren brings these beings under the protection of her sanctuary—the Cryptozoo. As she tracks down a dream-eating beast, she enters into a dangerous mission to find it before it is captured by the military.","https://assets.mubicdn.net/images/film/287808/image-w448.jpg?1745497846","https://images.mubicdn.net/images/artworks/389135/cache-389135-1634569400/images-original.png","https://images.mubicdn.net/images/artworks/815334/cache-815334-1752005416/images-original.png","0.667131","0.487624","A psychedelic odyssey to a phantasmagorical world where mythic creatures both enchant and ensnare, Dash Shaw’s vision of a soon-to-be-ruined utopia bursts with hallucinatory images. Channeling retro action-adventure thrills through singular hand-drawn animation, this is a trip you will never forget!","https://trailers.mubicdn.net/287808/optimised/1080p-t-cryptozoo_en_us_1634896080.mp4","https://trailers.mubicdn.net/287808/optimised/240p-t-cryptozoo_en_us_1634896080.mp4"
"Limbo","Ben Sharrock","2020","United Kingdom","An offbeat observation of the refugee experience. On a fictional remote Scottish island, a group of new arrivals await the results of their asylum claims. Among them is Omar, a young Syrian musician burdened by the weight of his grandfather’s oud, which he has carried all the way from his homeland.","https://assets.mubicdn.net/images/film/241060/image-w448.jpg?1745497165","https://images.mubicdn.net/images/artworks/378316/cache-378316-1632306814/images-original.png","https://images.mubicdn.net/images/artworks/807019/cache-807019-1751996757/images-original.png","0.635098","0.200495","Announcing the arrival of a major homegrown talent in filmmaker Ben Sharrock, Limbo is a deadpan delight bursting with humanity. Illuminating the hopes and hardships of the refugee experience, this wry, poignant, and bracingly funny ode to the kindness of strangers is the British film of the year.","https://trailers.mubicdn.net/241060/optimised/1080p-t-limbo-2019-ben-sharrock_en_us_1632409861.mp4","https://trailers.mubicdn.net/241060/optimised/240p-t-limbo-2019-ben-sharrock_en_us_1632409861.mp4"
"New Order","Michel Franco","2020","Mexico, France","In contemporary Mexico City, a lavish high society wedding is interrupted by violent rioters who take the house by siege. It soon becomes apparent that this seemingly random attack is part of a violent, nationwide uprising, as one political system collapses and a more harrowing replacement arises.","https://assets.mubicdn.net/images/film/274391/image-w448.jpg?1745497343","https://images.mubicdn.net/images/artworks/373765/cache-373765-1631260844/images-original.png","https://images.mubicdn.net/images/artworks/802650/cache-802650-1751992329/images-original.png","0.285515","0.457921","Mexican cinema’s foremost provocateur Michel Franco detonates a bomb of dystopian chaos and outrage with this Venice Silver Lion-winning thriller. An electrifying tempest of working-class revolution with a sting in its tail, New Order is a nerve-jangling political allegory of apocalyptic potency.","https://trailers.mubicdn.net/274391/optimised/1080p-t-new-order-2020_en_us_1631264090.mp4","https://trailers.mubicdn.net/274391/optimised/240p-t-new-order-2020_en_us_1631264090.mp4"
"First Cow","Kelly Reichardt","2019","United States","In the 1820s, a taciturn loner and skilled cook travels west to Oregon Territory, where he meets a Chinese immigrant also seeking his fortune. Soon the two team up on a dangerous scheme to steal milk from the wealthy landowner’s prized Jersey cow—the first, and only, in the territory.","https://assets.mubicdn.net/images/film/220819/image-w448.jpg?1745496271","https://images.mubicdn.net/images/artworks/334924/cache-334924-1625741673/images-original.png","https://images.mubicdn.net/images/artworks/314043/cache-314043-1626364840/images-original.png","0.491643","0.299505","Kelly Reichardt, an inimitable voice of American cinema, redefines the notion of what a western can be. Set among outcasts on the edge of capitalism’s grasp, First Cow is a rare tale of the blossoming of a heartfelt male friendship, and one told with sublime gentleness and touching compassion.","https://trailers.mubicdn.net/220819/optimised/1080p-t-first-cow_en_us_1625839443.mp4","https://trailers.mubicdn.net/220819/optimised/240p-t-first-cow_en_us_1625839443.mp4"
"Shiva Baby","Emma Seligman","2020","United States","College student Danielle is faced with a series of awkward encounters at a day-long shiva, a Jewish gathering during a time of mourning. Amongst overbearing relatives, she is rattled by the appearance of an ex-girlfriend and of her secret sugar daddy, who unexpectedly arrives with his wife and baby.","https://assets.mubicdn.net/images/film/254618/image-w448.jpg?1745496747","https://images.mubicdn.net/images/artworks/321420/cache-321420-1623316730/images-original.png","https://images.mubicdn.net/images/artworks/217551/cache-217551-1622040416/images-original.jpg","0.344011","0.457921","A truly unforgettable debut, Emma Seligman’s acclaimed Shiva Baby finds the sweet spot between distress and hilarity. Led by a commanding performance from Rachel Sennott, the film’s masterful formal construction heightens its darkly comedic, sex positive take on family, religion, and sugar daddies.","https://trailers.mubicdn.net/254618/optimised/720p-t-shiva-baby-2020_en_us_1622116122.mp4","https://trailers.mubicdn.net/254618/optimised/240p-t-shiva-baby-2020_en_us_1622116122.mp4"
"State Funeral","Sergei Loznitsa","2019","Netherlands, Lithuania","Moscow, March 1953: in the days following the death of Joseph Stalin, countless citizens flooded the Red Square to mourn their leader’s loss and witness his burial. Though the procession was captured in detail by hundreds of cameramen, their footage has remained largely unseen until now.","https://assets.mubicdn.net/images/film/241300/image-w448.jpg?1745496241","https://images.mubicdn.net/images/artworks/312941/cache-312941-1621577261/images-original.png","https://images.mubicdn.net/images/artworks/793120/cache-793120-1751904093/images-original.png","0.749304","0.346535","What makes this film and Stalin’s funeral so fascinating is that we will never know how much of it was real and how much was staged. With the rise of ‘strong’ leaders backed by heavy propaganda all over the world, this docu is a quiet and unbiased look at our past, and a mirror to our future. – VM","https://trailers.mubicdn.net/241300/optimised/1080p-t-state-funeral_en_us_1621570207.mp4","https://trailers.mubicdn.net/241300/optimised/240p-t-state-funeral_en_us_1621570207.mp4"
"Notturno","Gianfranco Rosi","2020","Italy, France","Shot over three years on the borders between Iraq, Kurdistan, Syria and Lebanon, Notturno depicts the everyday struggles of people attempting to rebuild their lives amongst the devastating effects of civil wars, dictatorships, foreign invasions, and the deadly presence of ISIS.","https://assets.mubicdn.net/images/film/274397/image-w448.jpg?1745497347","https://images.mubicdn.net/images/artworks/268431/cache-268431-1621572713/images-original.png","https://images.mubicdn.net/images/artworks/826736/cache-826736-1752017680/images-original.png","0.472145","0.155941","Gianfranco Rosi’s masterful nonfiction filmmaking reaches a new peak with Notturno, a breathtaking, polyphonic look at the scars of Middle Eastern conflict. A prize winner at Venice, this is an urgent cinematic achievement of unmatched grace and humanism from the Oscar®-nominated director.","https://trailers.mubicdn.net/274397/optimised/1080p-t-notturno-2020_en_us_1614167571.mp4","https://trailers.mubicdn.net/274397/optimised/240p-t-notturno-2020_en_us_1614167571.mp4"
"Beginning","Dea Kulumbegashvili","2020","Georgia, France","In a sleepy provincial town, a Jehovah’s Witness community is under attack from an extremist group. In the midst of this conflict is Yana, the wife of the community leader, whose familiar world is slowly crumbling around her. Meanwhile, a detective intrudes on her home with devastating consequences.","https://assets.mubicdn.net/images/film/269724/image-w448.jpg?1745497229","https://images.mubicdn.net/images/artworks/244822/cache-244822-1621569233/images-original.png","https://images.mubicdn.net/images/artworks/243141/cache-243141-1621569018/images-original.png","0.483287","0.376238","One of the most striking debuts in recent memory, Dea Kulumbegashvili’s feature marks the revelation of an exciting new voice in cinema. Shot in luminous 35mm long takes that boldly evoke isolation and longing, it tells a profound story of a woman’s resilience facing communal hostility and violence.","https://trailers.mubicdn.net/269724/optimised/1080p-t-beginning-2020_en_us_1611086215.mp4","https://trailers.mubicdn.net/269724/optimised/240p-t-beginning-2020_en_us_1611086215.mp4"
"The Other Lamb","Małgorzata Szumowska","2019","Ireland, Belgium","Deep in the woods, an all-female cult called the Flock is presided over by a single man, Shepherd. Selah, a devoted young believer on the brink of maturity, finds her faith tested as dark visions begin to reveal the fates awaiting the women as they age.","https://assets.mubicdn.net/images/film/235926/image-w448.jpg?1745496046","","https://images.mubicdn.net/images/artworks/206032/cache-206032-1621564611/images-original.png","0.451253","0.264851","In her English language debut, award-winning Polish director Małgorzata Szumowska impeccably crafts a folk horror coming-of-age set in a religious cult. Raffey Cassidy’s haunting performance anchors this allegorical fable of fading faith and toxic masculinity with echoes of The Witch and Midsommar.","https://trailers.mubicdn.net/235926/optimised/720p-t-the-other-lamb_en_us_990.819_1280_720_1602239898.mp4","https://trailers.mubicdn.net/235926/optimised/240p-t-the-other-lamb_en_us_990.819_1280_720_1602239898.mp4"
"Matthias & Maxime","Xavier Dolan","2019","Canada","Two childhood best friends are asked to share a kiss for the purposes of a student short film. Soon, a lingering doubt sets in, confronting both of them with their preferences, threatening the brotherhood of their social circle, and, eventually, changing their lives.","https://assets.mubicdn.net/images/film/205825/image-w448.jpg?1745495637","","https://images.mubicdn.net/images/artworks/189739/cache-189739-1621562217/images-original.png","0.737135","0.360494","Xavier Dolan’s sparkling drama features the beloved director before the camera in a touching role. Dolan co-stars in this tender, heartfelt story of a friendship between men from different classes that is challenged by the possibility of separation—and attraction.","https://trailers.mubicdn.net/205825/optimised/720p-t-matthias-maxime_en_us_966.498_1280_692_1598887924.mp4","https://trailers.mubicdn.net/205825/optimised/240p-t-matthias-maxime_en_us_966.498_1280_692_1598887924.mp4"
"Ema","Pablo Larraín","2019","Chile","Ema is a magnetic and impulsive dancer in a reggaeton troupe. Her toxic marriage to choreographer Gastón is beyond repair, following a decision to give up on their adopted child Polo. She sets out on a mission to get him back, not caring who she’ll need to fight, seduce or destroy to make it happen.","https://assets.mubicdn.net/images/film/224483/image-w448.jpg?1745495637","","https://images.mubicdn.net/images/artworks/165293/cache-165293-1621559229/images-original.png","0.490251","0.465347","Pablo Larraín takes a dazzling look at sex, power, and family in modern-day Chile in this highly combustible mix of dance and drama. With an electrifying score by Nicolas Jaar, Ema is a whirlwind of no-holds-barred anarchy, anchored by searing turns from Mariana Di Girolamo and Gael García Bernal.","https://trailers.mubicdn.net/224483/optimised/720p-t-ema-2019_en_us_1202.556_1280_720_1588446835.mp4","https://trailers.mubicdn.net/224483/optimised/240p-t-ema-2019_en_us_1202.556_1280_720_1588446835.mp4"
"Bacurau","Kleber Mendonça Filho, Juliano Dornelles","2019","Brazil, France","Bacurau, a settlement in rural Brazil, is shaken by its matriarch’s death. But something strange is happening, the water supply has been cut off, and the village has disappeared from satellite maps completely. Under threat from an unknown enemy, Bacurau braces itself for a brutal fight for survival.","https://assets.mubicdn.net/images/film/226295/image-w448.jpg?1770821020","","https://images.mubicdn.net/images/artworks/164016/cache-164016-1621559143/images-original.png","0.58","0.98","From Kleber Mendonça Filho (Aquarius) and Juliano Dornelles comes a daring, intoxicating blend of neo-Western, siege thriller and political allegory—powerfully resonating with today’s Brazil, where the film was a box-office hit! A winner of the Cannes Jury Prize, starring Udo Kier and Sônia Braga.","https://trailers.mubicdn.net/226295/optimised/720p-t-bacurau_en_us_1382.065_1280_720_1581693625.mp4","https://trailers.mubicdn.net/226295/optimised/240p-t-bacurau_en_us_1382.065_1280_720_1581693625.mp4"
"The Wild Goose Lake","Diao Yi'nan","2019","China, France","In the Chinese city of Wuhan, a network of lakes provide ideal places to hide, and when transgressive mid-level crime boss Zhou needs to lay low, he looks for anonymity amidst the neon-lit hangouts. There he meets sex worker Liu, who works for Zhou’s boss and who may or may not be there to save him.","https://assets.mubicdn.net/images/film/229011/image-w448.jpg?1745495964","","https://images.mubicdn.net/images/artworks/126798/cache-126798-1621553329/images-original.png","0.586351","0.811881","After winning the Berlinale Golden Bear with Black Coal, Thin Ice, Diao Yinan returns with a hyper-stylised noir set in modern China’s underbelly. Twisting the conventions of the genre, this impressively crafted choreography of violence, moral decay and neon colours is striking, intoxicating cinema.","https://trailers.mubicdn.net/229011/optimised/720p-t-wild-goose-lake_en_us_1367.702_1280_720_1579198867.mp4","https://trailers.mubicdn.net/229011/optimised/240p-t-wild-goose-lake_en_us_1367.702_1280_720_1579198867.mp4"
"A Dog Called Money","Seamus Murphy","2019","Ireland, United Kingdom","Award-winning war photographer and filmmaker Seamus Murphy explores the creative inspiration behind PJ Harvey’s album The Hope Six Demolition Project, filming her in a London recording studio and charting their travels together in Afghanistan, Kosovo and the U.S.","https://assets.mubicdn.net/images/film/225137/image-w448.jpg?1745495659","","https://images.mubicdn.net/images/artworks/106613/cache-106613-1621552198/images-original.png","0.51532","0.0371287","PJ Harvey fans and film lovers alike will be captivated by this thought-provoking documentary—both an intimate journey into the creative process, and a kaleidoscopic travelogue in zones of war and social unrest. Dreamlike and elliptical, this is a stunning portrait of an enigmatic musical icon.","https://trailers.mubicdn.net/225137/optimised/1080p-t-a-dog-called-money_en_us_2617.698_1920_1080_1700599488.mp4","https://trailers.mubicdn.net/225137/optimised/240p-t-a-dog-called-money_en_us_2617.698_1920_1080_1700599488.mp4"
"Yves Saint Laurent: The Last Collections","Olivier Meyrou","2018","France","As Yves Saint Laurent, one of the greatest Parisian haute couture designers, draws the sketches for his final collection, behind the scenes, Pierre Bergé manages a series of events to celebrate the fashion icon as a modern myth.","https://assets.mubicdn.net/images/film/217139/image-w448.jpg?1745495387","","https://images.mubicdn.net/images/artworks/101691/cache-101691-1621551901/images-original.png","0.272981","0.351485","Banned for 20 years, this transfixing portrait of YSL comes to life doubling as a zombie film, capturing the thick atmosphere around the fashion myth and the intricacies of a relationship with Pierre Bergé where power, love and creative genius intersect. We bet PTA saw it when making Phantom Thread!","https://trailers.mubicdn.net/217139/optimised/720p-t-celebration-2007_en_us_1861.384_1280_720_1571416718.mp4","https://trailers.mubicdn.net/217139/optimised/240p-t-celebration-2007_en_us_1861.384_1280_720_1571416718.mp4"
"Zombi Child","Bertrand Bonello","2019","France","Haiti, 1962. A man is brought back from the dead only to be sent to the living hell of the sugarcane fields. In Paris, 55 years later, at the prestigious Légion d’honneur boarding school, a Haitian girl confesses an old family secret to a group of new friends—with unthinkable consequences.","https://assets.mubicdn.net/images/film/224485/image-w448.jpg?1745495980","","https://images.mubicdn.net/images/artworks/101700/cache-101700-1621551902/images-original.png","0.454039","0.358911","From French king of cool Bertrand Bonello, this endlessly mysterious chiller subverts horror tropes in unexpected ways, fearlessly unleashing suppressed demons. Boasting a sharp political edge, lavish visuals, and an ace synth score by Bonello himself, Zombi Child is a sublime slice of sinuous pulp.","https://trailers.mubicdn.net/224485/optimised/720p-t-zombi-child_en_us_1173.39_1280_690_1571160065.mp4","https://trailers.mubicdn.net/224485/optimised/240p-t-zombi-child_en_us_1173.39_1280_690_1571160065.mp4"
"Beanpole","Kantemir Balagov","2019","Russia","1945, Leningrad. World War II has devastated the city, demolishing its buildings and leaving its citizens in tatters, physically and mentally. Two young women, Iya and Masha, search for meaning and hope in the struggle to rebuild their lives amongst the ruins.","https://assets.mubicdn.net/images/film/233827/image-w448.jpg?1745495952","","https://images.mubicdn.net/images/artworks/106386/cache-106386-1621552184/images-original.png","0.495822","0.163366","After his shockingly powerful Closeness, this searing war drama from Russian wunderkind Kantemir Balagov grabbed us by the throat. An entrancing immersion into post-war turmoil,  this towering ode to women’s resilience stuns with its tour-de-force performances and jaw-dropping use of color.","https://trailers.mubicdn.net/233827/optimised/720p-t-beanpole_en_us_1349.574_1280_720_1588085916.mp4","https://trailers.mubicdn.net/233827/optimised/240p-t-beanpole_en_us_1349.574_1280_720_1588085916.mp4"
"Madeline's Madeline","Josephine Decker","2018","United States","Sixteen-year-old Madeline has become an active member of an experimental theatre troupe. When its ambitious director pushes Madeline to weave her rich interior world and her troubled relationship with her mother into their collective art, the lines between performance and reality begin to blur.","https://assets.mubicdn.net/images/film/164518/image-w448.jpg?1745494431","https://images.mubicdn.net/images/artworks/670583/cache-670583-1709286030/images-original.png","https://images.mubicdn.net/images/artworks/800728/cache-800728-1751990414/images-original.png","0.466574","0.423267","A sensorial and immersive trip into a teen’s psyche, Madeline’s Madeline boldly dissects mental health, racial tensions, and the vampiric relationship between identity and performance. Starring Miranda July, Molly Parker, and standout newcomer Helena Howard, this is relentless, electrifying cinema.","https://trailers.mubicdn.net/164518/optimised/720p-t-madeline-s-madeline_en_us_1280_720_1555614150.mp4","https://trailers.mubicdn.net/164518/optimised/240p-t-madeline-s-madeline_en_us_1280_720_1555614150.mp4"
"Under the Silver Lake","David Robert Mitchell","2018","United States","One night, aimless slacker Sam finds a mysterious woman swimming in his apartment’s pool. But when she disappeared without a trace in the morning, Sam embarks on a quest across L.A. to find her, and along the way, uncovers a bizarre conspiracy in the Hollywood Hills.","https://assets.mubicdn.net/images/film/156024/image-w448.jpg?1745494846","","https://images.mubicdn.net/images/artworks/91460/cache-91460-1621550942/images-original.png","0.509749","0.274752","From the dazzling imagination that brought you It Follows comes a feverish neo-noir starring Andrew Garfield! An epic, code-cracking, acid-spiked amateur sleuth story that tips its hat to Hitchcock, Lynch, Carpenter, and everything in between, while using the city of Los Angeles as its playground.","https://trailers.mubicdn.net/156024/optimised/720p-t-under-the-silver-lake_en_us_829.909_1280_534_1551291276.mp4","https://trailers.mubicdn.net/156024/optimised/240p-t-under-the-silver-lake_en_us_829.909_1280_534_1551291276.mp4"
"The Image Book","Jean-Luc Godard","2018","Switzerland, France","Godard’s film essay delves into cinema’s history and modern world. He manipulates film fragments, reflecting on dissonance. His voice guides through metaphysical musings, anchored by an obsession with images, offering a poignant ontological exploration.","https://assets.mubicdn.net/images/film/164456/image-w448.jpg?1745498326","","https://images.mubicdn.net/images/artworks/833737/cache-833737-1752024899/images-original.png","0.463788","0.282178","Presenting the final masterwork by Jean-Luc Godard, the French New Wave titan whose inventive brilliance will be impossible to replace. Winner of the first-ever Special Palme d’Or at Cannes, The Image Book is a riotous whirlwind of images and sounds from the father of modern cinema. Forever JLG.","https://trailers.mubicdn.net/164456/optimised/1080p-t-the-image-book_en_us_3088.3250000000003_1920_1080_1713263535.mp4","https://trailers.mubicdn.net/164456/optimised/240p-t-the-image-book_en_us_3088.3250000000003_1920_1080_1713263535.mp4"
"Touch Me Not","Adina Pintilie","2018","Romania, Germany","On the fluid border between reality and fiction, a filmmaker and her characters venture into a personal research project about intimacy. Craving for intimacy yet also deeply afraid of it, they work to overcome old patterns, defence mechanisms and taboos, to cut the cord and finally be free.","https://assets.mubicdn.net/images/film/196948/image-w448.jpg?1745494704","","https://images.mubicdn.net/images/artworks/817564/cache-817564-1752007810/images-original.png","0.561281","0.579208","Billed as the most controversial Berlinale Golden Bear in history, Adina Pintilie’s fearless investigation of intimacy and sexuality persuasively invites the spectator to participate in its exploratory narrative. A treatise on bodies and our perception of the Other that won’t leave you indifferent.","https://trailers.mubicdn.net/196948/optimised/720p-t-touch-me-not-2018_en_us_1280_720_1540995266.mp4","https://trailers.mubicdn.net/196948/optimised/240p-t-touch-me-not-2018_en_us_1280_720_1540995266.mp4"
"Have a Nice Day","Liu Jian","2017","China","A hard rain is about to fall on a small town in Southern China. In a desperate attempt to find money to save his fiancée’s failed plastic surgery, Xiao Zhang, a mere driver, steals a bag containing 1 million from his boss. News of the robbery spreads fast, and everyone starts looking for Xiao Zhang.","https://assets.mubicdn.net/images/film/164464/image-w448.jpg?1745493515","","https://images.mubicdn.net/images/artworks/792855/cache-792855-1751903000/images-original.png","0.706128","0.0321782","Earning immediate comparisons to Tarantino, Liu Jian’s low-key, sly animated neo-noir is full of biting critique––anti-Trump and Brexit references!––and its subversive depiction of moral decay in today’s China did not amuse the censors. Bonus: an infectious score by The Shanghai Restoration Project.","https://trailers.mubicdn.net/164464/optimised/720p-t-have-a-nice-day_en_us_1280_720_1504824681.mp4","https://trailers.mubicdn.net/164464/optimised/240p-t-have-a-nice-day_en_us_1280_720_1504824681.mp4"
