row_idx,prototype_collection_title,real_mubi_slug,real_collection_title,verification_status,film_title,film_director,film_year,film_country,film_status
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Pictures of Ghosts,Kleber Mendonça Filho,2023,Brazil,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Eletrodoméstica,Kleber Mendonça Filho,2005,Brazil,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Parasite,Bong Joon Ho,2019,South Korea,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,A Summer's Tale,Éric Rohmer,1996,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Silence of the Lambs,Jonathan Demme,1991,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Midnight Cowboy,John Schlesinger,1969,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Fargo,Joel Coen,1996,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Sentimental Value,Joachim Trier,2025,Norway,real_and_in_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The General,"Buster Keaton, Clyde Bruckman",1926,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Charade,Stanley Donen,1963,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Sherlock Jr.,Buster Keaton,1924,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Seven Chances,Buster Keaton,1925,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Moonstruck,Norman Jewison,1987,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Nile Hilton Incident,Tarik Saleh,2017,Sweden,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Perfumed Nightmare,Kidlat Tahimik,1977,Philippines,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Gerhard Richter Painting,Corinna Belz,2012,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,La Ciénaga,Lucrecia Martel,2001,Argentina,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Good Time,"Josh Safdie, Benny Safdie",2017,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Babyteeth,Shannon Murphy,2019,Australia,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Crossing,Levan Akin,2024,Sweden,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Apartment,Billy Wilder,1960,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Soul Kitchen,Fatih Akin,2009,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Winter in Sokcho,Koya Kamura,2024,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Graduate,Mike Nichols,1967,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Elephant Man,David Lynch,1980,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,We Need to Talk About Kevin,Lynne Ramsay,2011,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Belle de Jour,Luis Buñuel,1967,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,"Sorry, Baby",Eva Victor,2025,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Conversation,Francis Ford Coppola,1974,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Night of the Living Dead,George A. Romero,1968,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Dona Flor and Her Two Husbands,Bruno Barreto,1976,Brazil,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Celluloid Closet,"Rob Epstein, Jeffrey Friedman",1995,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Times of Harvey Milk,Rob Epstein,1984,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Paterson,Jim Jarmusch,2016,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Beating Hearts,Gilles Lellouche,2024,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Flow,Gints Zilbalodis,2024,Latvia,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Transit,Christian Petzold,2018,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Orlando,Sally Potter,1992,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Limbo,Ben Sharrock,2020,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,La Cocina,Alonso Ruizpalacios,2024,Mexico,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Fallen Leaves,Aki Kaurismäki,2023,Finland,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Watermelon Woman,Cheryl Dunye,1996,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Nun or Never!,Heta Jäälinoja,2023,Finland,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Eight Mountains,"Felix van Groeningen, Charlotte Vandermeersch",2022,Italy,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Asparagus,Suzan Pitt,1979,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Grand Theft Hamlet,"Pinny Grylls, Sam Crane",2024,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Born in Flames,Lizzie Borden,1983,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Girl with the Needle,Magnus von Horn,2024,Denmark,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,An Urban Allegory,"Alice Rohrwacher, JR",2024,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Dahomey,Mati Diop,2024,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Witches,Elizabeth Sankey,2024,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Don't Let Them Shoot the Kite,Tunç Başaran,1989,Turkey,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Substance,Coralie Fargeat,2024,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Malcolm X,Spike Lee,1992,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Fall,Tarsem Singh,2006,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,One Fine Morning,Mia Hansen-Løve,2022,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Reality+,Coralie Fargeat,2014,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Close,Lukas Dhont,2022,Belgium,real_and_in_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Rewind & Play,Alain Gomis,2022,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Crossing the Bridge - The Sound of Istanbul,Fatih Akin,2005,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Aftersun,Charlotte Wells,2022,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Perfect Days,Wim Wenders,2023,Japan,real_and_in_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,High & Low - John Galliano,Kevin Macdonald,2023,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Yannick,Quentin Dupieux,2023,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Settlers,Felipe Gálvez,2023,Chile,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Decision to Leave,Park Chan-wook,2022,South Korea,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Meeting the Man: James Baldwin in Paris,Terence Dixon,1970,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Petite Maman,Céline Sciamma,2021,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,I Hired a Contract Killer,Aki Kaurismäki,1990,Germany,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Tavern Man,Aki Kaurismäki,2012,Finland,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Rotting in the Sun,Sebastián Silva,2023,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Worst Person in the World,Joachim Trier,2021,Norway,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,The Five Devils,Léa Mysius,2022,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Alcarràs,Carla Simón,2022,Spain,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Cow,Andrea Arnold,2021,United Kingdom,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Holy Spider,Ali Abbasi,2022,Denmark,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Shiva Baby,Emma Seligman,2020,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Time to Love,Metin Erksan,1965,Turkey,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Free Chol Soo Lee,"Julie Ha, Eugene Yi",2022,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Invisible Demons,Rahul Jain,2021,Finland,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Faya Dayi,Jessica Beshir,2021,Ethiopia,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,"Oslo, August 31st",Joachim Trier,2011,Norway,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Prayers for the Stolen,Tatiana Huezo,2021,Mexico,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Great Freedom,Sebastian Meise,2021,Austria,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Reprise,Joachim Trier,2006,Norway,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,"Lingui, the Sacred Bonds",Mahamat-Saleh Haroun,2021,France,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,First Cow,Kelly Reichardt,2019,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Notturno,Gianfranco Rosi,2020,Italy,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Matthias & Maxime,Xavier Dolan,2019,Canada,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Bacurau,"Kleber Mendonça Filho, Juliano Dornelles",2019,Brazil,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Popeye the Sailor Meets Sindbad the Sailor,Dave Fleischer,1936,United States,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Beanpole,Kantemir Balagov,2019,Russia,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,On Body and Soul,Ildikó Enyedi,2017,Hungary,real_but_missing_from_prototype
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Persona,Ingmar Bergman,1966,Sweden,FABRICATED_IN_PROTOTYPE_NOT_REAL
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Stalker,Andrei Tarkovsky,1979,Soviet Union,FABRICATED_IN_PROTOTYPE_NOT_REAL
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,Tokyo Story,Yasujirô Ozu,1953,Japan,FABRICATED_IN_PROTOTYPE_NOT_REAL
2,THE MUBI TOP 1000,mubi-top-1000 (also aliased as top-1000),MUBI TOP 1000,verified_discrepancy,In the Mood for Love,Wong Kar Wai,2000,"Hong Kong, France",FABRICATED_IN_PROTOTYPE_NOT_REAL
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Titane,Julia Ducournau,2021,France,real_and_in_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Portrait of a Lady on Fire,Céline Sciamma,2019,France,real_and_in_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Handmaiden,Park Chan-wook,2016,South Korea,real_and_in_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Father Mother Sister Brother,Jim Jarmusch,2025,United States,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Son of Saul,László Nemes,2015,Hungary,real_and_in_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Mysterious Gaze of the Flamingo,Diego Céspedes,2025,Chile,real_and_in_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,"Paris, Texas",Wim Wenders,1984,West Germany,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Undine,Christian Petzold,2020,Germany,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Revanche,Götz Spielmann,2008,Austria,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Edge of Heaven,Fatih Akin,2007,Germany,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Short Sharp Shock,Fatih Akin,1998,Germany,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Great Beauty,Paolo Sorrentino,2013,Italy,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,It Was Just an Accident,Jafar Panahi,2025,Iran,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The White Balloon,Jafar Panahi,1995,Iran,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Circle,Jafar Panahi,2000,Iran,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Mirror,Jafar Panahi,1997,Iran,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Taxi Tehran,Jafar Panahi,2015,Iran,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Closed Curtain,"Jafar Panahi, Kambuzia Partovi",2013,Iran,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Crimson Gold,Jafar Panahi,2003,Iran,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Sentimental Value,Joachim Trier,2025,Norway,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Moonstruck,Norman Jewison,1987,United States,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Thailand,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Killing of a Sacred Deer,Yorgos Lanthimos,2017,Ireland,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Winter's Bone,Debra Granik,2010,United States,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,45 Years,Andrew Haigh,2015,United Kingdom,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Graduate,Mike Nichols,1967,United States,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Belle de Jour,Luis Buñuel,1967,France,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Conversation,Francis Ford Coppola,1974,United States,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Wrestler,Darren Aronofsky,2008,United States,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Priscilla,Sofia Coppola,2023,United States,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Transit,Christian Petzold,2018,Germany,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Grand Tour,Miguel Gomes,2024,Portugal,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,Dahomey,Mati Diop,2024,France,real_but_missing_from_prototype
3,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",award-winners,"GOLDEN PALMS, LIONS, AND BEARS, OH MY!: AWARD-WINNING GREATS",verified_discrepancy,The Substance,Coralie Fargeat,2024,United States,real_and_in_prototype
