id,title,release_date,vote_average,vote_count,popularity,runtime,budget,revenue,genres,overview,poster_url,backdrop_url,cast,director
1669051,Kesong Puti,2026-04-24,5.5,2,45.9233,0,0,0,Drama,"Have a taste of VMX Newest Temptation Apphle Celso. Lena, a Kesong Puti vendor, meets a charming dairy supplier Manny. Their chemistry sparks a daring secret that transforms her humble cheese into their town’s obsession.",https://image.tmdb.org/t/p/original/8zYU8hlKR5111IToxXvv5575tZG.jpg,https://image.tmdb.org/t/p/original/a2PyqyjREwjnrjdJyJtHfSQOxyf.jpg,"Apphle Celso, Van Allen Ong, Rinoa Halili, Mark Dionisio, Aya Fortes",Rodante Pajemna Jr.
1171145,Crime 101,2026-02-11,6.981,1021,52.2674,141,90000000,72896630,"Crime, Thriller","When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",https://image.tmdb.org/t/p/original/tVvpFIoteRHNnoZMhdnwIVwJpCA.jpg,https://image.tmdb.org/t/p/original/52AkwEfQiJl2HuTPMZ2yC5Bdr9I.jpg,"Chris Hemsworth, Mark Ruffalo, Halle Berry, Barry Keoghan, Monica Barbaro",Bart Layton
238,The Godfather,1972-03-14,8.687,22971,44.0765,175,6000000,245066411,"Drama, Crime","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",https://image.tmdb.org/t/p/original/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,https://image.tmdb.org/t/p/original/tSPT36ZKlP2WVHJLM4cQPLSzv3b.jpg,"Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano",Francis Ford Coppola
911430,F1,2025-06-25,7.786,3984,45.4337,156,250000000,631627111,"Action, Drama",Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,https://image.tmdb.org/t/p/original/vqBmyAj0Xm9LnS1xe1MSlMAJyHq.jpg,https://image.tmdb.org/t/p/original/rZWkXnIyTLzUJpHSUpOb7vgB0BL.jpg,"Brad Pitt, Damson Idris, Javier Bardem, Kerry Condon, Tobias Menzies",Joseph Kosinski
1110034,Kraken,2026-02-06,5.81,50,47.2286,94,1000000,14329678,"Horror, Action, Thriller","A marine biologist is doing research on a fish farm when she encounters several strange occurrences. Along with the brutal deaths of two teenagers, all signs point to the deep fjord; can there be more to the depths than the eye can see?",https://image.tmdb.org/t/p/original/xdZ8k5s8DTwWyPBMIcflrYLgcAK.jpg,https://image.tmdb.org/t/p/original/oV472EbPedkc5QzqolGc7sCgCnn.jpg,"Sara Khorami, Mikkel Bratt Silset, Ingvild Holthe Bygdnes, Øyvind Brandtzæg, Jenny Evensen",Pål Øie
1084244,Toy Story 5,2026-06-17,0.0,0,46.3846,0,0,0,"Animation, Family, Comedy, Adventure","When Bonnie receives a Lilypad tablet as a gift and becomes obsessed, Buzz, Woody, Jessie and the rest of the gang's jobs become exponentially harder when they have to go head to head with the all-new threat to playtime.",https://image.tmdb.org/t/p/original/7BuN6lQCAq1tLz2l3g6sHVSFGib.jpg,https://image.tmdb.org/t/p/original/wENlYOyR10DZzkICmrGUQQX4Ih5.jpg,"Tom Hanks, Tim Allen, Joan Cusack, Greta Lee, Conan O'Brien",Andrew Stanton
634649,Spider-Man: No Way Home,2021-12-15,7.935,21997,44.9052,148,200000000,0,"Action, Adventure, Science Fiction","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",https://image.tmdb.org/t/p/original/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,https://image.tmdb.org/t/p/original/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jon Favreau",Jon Watts
1038392,The Conjuring: Last Rites,2025-09-03,6.913,1845,43.1864,136,55000000,499256445,Horror,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,https://image.tmdb.org/t/p/original/byWgphT74ClOVa8EOGzYDkl8DVL.jpg,https://image.tmdb.org/t/p/original/i8MupUe4xgmYXoRNAQMYvuoexSU.jpg,"Patrick Wilson, Vera Farmiga, Mia Tomlinson, Ben Hardy, Rebecca Calder",Michael Chaves
122,The Lord of the Rings: The Return of the King,2003-12-17,8.499,26566,43.2667,201,94000000,1118888979,"Adventure, Fantasy, Action","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",https://image.tmdb.org/t/p/original/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,https://image.tmdb.org/t/p/original/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis",Peter Jackson
204407,Bosco d'amore,1981-09-08,4.667,6,52.1495,113,0,0,"Drama, Romance","The time is the mid-14th century --- the Pope is now residing at Avignon, the Black Death is killing millions across Europe, and civil wars are adding to the turmoil and chaos. In this story adapted from Giovanni Boccaccio's Decameron, a young teenage couple is sent to live in a nearby town by the man's uncle, in an attempt to keep them safe from harm. She is from the lower classes, and he comes from a noble family -- a family that opposes his choice of a future bride. While en route to the town, the couple's horses are stolen and they are forced to continue through the forest on foot -- at a pace that introduces them to a kaleidoscope of Boccaccio's characters, from masters of mysticism, to soldiers of the warring Papal armies. Somehow, the couple manage to get through this gauntlet of sorts, and they do marry. Just as they are ready to go back to Rome, they hear that there is an insurrection in the offing, and suddenly, their brief spate of stability is threatened again.",https://image.tmdb.org/t/p/original/jNV46xSIONTEvIAWon6NnveH7eG.jpg,https://image.tmdb.org/t/p/original/fjcX01h7VNUhhNjhFBthH7sTp2z.jpg,"Monica Guerritore, Rodolfo Bigotti, Stanko Molnar, William Berger, Chris Avram",Alberto Bevilacqua
48650,Room in Rome,2010-05-07,6.41,826,41.6881,109,0,844281,"Drama, Romance","A hotel room in the center of Rome serves as the setting for Alba and Natasha, two sexy and recently acquainted women, to have a physical adventure that touches their very souls.",https://image.tmdb.org/t/p/original/w90ItYf9qagQKVEBr1uFxPomAtf.jpg,https://image.tmdb.org/t/p/original/30TgnSvXiL7NQoQ5WWwHqw0FRhA.jpg,"Elena Anaya, Natasha Yarovenko, Enrico Lo Verso, Najwa Nimri, Ander Malles",Julio Medem
597,Titanic,1997-12-18,7.903,27169,40.4627,194,200000000,2264162353,"Drama, Romance","101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",https://image.tmdb.org/t/p/original/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,https://image.tmdb.org/t/p/original/xnHVX37XZEp33hhCbYlQFq7ux1J.jpg,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher",James Cameron
454639,Masters of the Universe,2026-06-03,9.2,5,42.0125,141,200000000,0,"Action, Fantasy, Science Fiction","After being separated for 15 years, the Sword of Power leads Prince Adam back to Eternia, where he discovers his home shattered under the fiendish rule of Skeletor. To save his family and his world, Adam must join forces with his closest allies, Teela and Duncan/Man-At-Arms, and embrace his true destiny as He-Man — the most powerful man in the universe.",https://image.tmdb.org/t/p/original/3YMd9Ogae4rDKLWuAZFuse9xhc5.jpg,https://image.tmdb.org/t/p/original/eQySd26OW7UmCuaeBOL7qy6foMn.jpg,"Nicholas Galitzine, Camila Mendes, Alison Brie, James Purefoy, Morena Baccarin",Travis Knight
671,Harry Potter and the Philosopher's Stone,2001-11-16,7.899,29576,41.6974,152,125000000,976475550,"Adventure, Fantasy","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",https://image.tmdb.org/t/p/original/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,https://image.tmdb.org/t/p/original/1XAC6RPT01UX9EQGy2JVn5c8pgy.jpg,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Tom Felton",Chris Columbus
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,8.435,27567,42.6341,179,93000000,871368364,"Adventure, Fantasy, Action","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",https://image.tmdb.org/t/p/original/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,https://image.tmdb.org/t/p/original/a0lfia8tk8ifkrve0Tn8wkISUvs.jpg,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm",Peter Jackson
1414413,Brothers Under Fire,2026-04-15,5.9,26,44.1813,99,0,0,"Action, Thriller, Mystery, Drama","Captain Jordan Wright's squadron on leave for a wedding in Mexico encounters a murderous cartel. As Jordan tries to lead survivors to safety, war erupts between his squad and the cartel, forcing him into a battle to save his men.",https://image.tmdb.org/t/p/original/e5EKqk9V7N3w0WvYFhl6wSVrMp0.jpg,https://image.tmdb.org/t/p/original/6D2NsU3FIQVthPgjT6RAsX58qZ6.jpg,"Kiefer Sutherland, Tommy Martinez, Ashton Sanders, Solly McLeod, Laura Osma",Justin Chadwick
533535,Deadpool & Wolverine,2024-07-24,7.6,8680,42.708,128,200000000,1338073645,"Action, Comedy, Science Fiction","A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",https://image.tmdb.org/t/p/original/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,https://image.tmdb.org/t/p/original/ufpeVEM64uZHPpzzeiDNIAdaeOD.jpg,"Ryan Reynolds, Hugh Jackman, Emma Corrin, Matthew Macfadyen, Dafne Keen",Shawn Levy
1226293,Salitan,2024-02-16,4.714,7,34.7389,105,0,0,"Drama, Romance",A suspicious wife follows her husband in Bali. She meets a dashing man who captures her heart. She soon wants her husband to really have an affair to alleviate the guilt she is feeling.,https://image.tmdb.org/t/p/original/rMgG7cWuq9O6zhhLs2CbqIKVA8V.jpg,https://image.tmdb.org/t/p/original/emK2hOB6ACiExT0lNLog9lAmMFL.jpg,"Angelica Hart, Nico Locco, Matthew Francisco, Vern Kaye, Mercedes Cabral",Bobby Bonifacio
803796,KPop Demon Hunters,2025-06-20,8.025,2828,41.2418,96,100000000,24619953,"Fantasy, Music, Comedy, Animation","When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",https://image.tmdb.org/t/p/original/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,https://image.tmdb.org/t/p/original/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,"Arden Cho, May Hong, Ji-young Yoo, Ahn Hyo-seop, Yunjin Kim",Maggie Kang
1075175,How to Have Sex,2023-11-02,6.23,501,39.9387,91,0,1216642,Drama,"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",https://image.tmdb.org/t/p/original/yQyoFCBLGJH5HXESmJAzaiXw9zU.jpg,https://image.tmdb.org/t/p/original/akvlTeB0LiNzw9U9YCAB8wwb5Qo.jpg,"Mia McKenna-Bruce, Lara Peake, Enva Lewis, Samuel Bottomley, Shaun Thomas",Molly Manning Walker
269955,Obsessed,2014-05-14,6.683,82,38.001,132,0,0,Drama,"A secret, passionate affair happens in the summer of 1969 between Colonel Jin Pyeong, trapped in a loveless marriage with Soo Jin, and Jong Ga Heun, the Chinese-Korean wife of Captain Kyung Woo Jin.",https://image.tmdb.org/t/p/original/fetCtoAvZShCk1nqAWZFuKZschR.jpg,https://image.tmdb.org/t/p/original/iGBbWXmAIgpiWg9Mx2D2gLzbg4n.jpg,"Song Seung-heon, Lim Ji-yeon, Cho Yeo-jeong, On Ju-wan, Yoo Hai-jin",Kim Dae-woo
1470130,The Mortuary Assistant,2026-02-13,5.575,107,40.238,91,0,1300011,"Horror, Mystery","Rebecca Owens, a recent mortuary science graduate takes a night shift job at River Fields Mortuary. Initially, the job seems straightforward — embalming bodies, completing paperwork, and keeping things tidy. But once Rebecca starts working the night shift, things take a dark turn.",https://image.tmdb.org/t/p/original/72AoFPC5TY4DfJwXXS9rPwPeReD.jpg,https://image.tmdb.org/t/p/original/gM1kQRPwOVW1Eos5tVWqcYmHR5S.jpg,"Willa Holland, Paul Sparks, John Adams, Mark Steger, Shelly Gibson",Jeremiah Kipp
1242332,Normal,2026-04-16,6.398,128,35.9724,91,10000000,5978949,"Action, Crime, Thriller","An unassuming substitute sheriff with a troubled past responds to a bank robbery in a small, sleepy town and unknowingly uncovers something far more explosive.",https://image.tmdb.org/t/p/original/rsNdDcCKjCZm9RBMAxL3vMUokKU.jpg,https://image.tmdb.org/t/p/original/1YU6Hy3x7fUh7dfOzSfjifTp20g.jpg,"Bob Odenkirk, Henry Winkler, Lena Headey, Billy MacLellan, Ryan Allen",Ben Wheatley
27,9 Songs,2004-07-16,5.546,580,39.5314,70,1000000,1574623,"Drama, Music, Romance","Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.",https://image.tmdb.org/t/p/original/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,https://image.tmdb.org/t/p/original/qU7tNIMpRqkizIObXfkJY3haTqh.jpg,"Kieran O'Brien, Margo Stilley, Courtney Taylor-Taylor, Alex Kapranos, Guy Garvey",Michael Winterbottom
44980,Zero Woman 2,1995-09-05,5.0,8,83.8728,99,0,0,"Action, Thriller","When a valuable suitcase is stolen, the mob, petty criminals, and a beautiful agent from the Elite Zero division are pulled into a battle to settle the score.",https://image.tmdb.org/t/p/original/sQHeDjwmBQba8E51Mkp5dvgkzeZ.jpg,https://image.tmdb.org/t/p/original/vP7YFt9pP8NPCg4PMBAHO5ILdrQ.jpg,"Natsuki Ozawa, Saori Iwama, Kane Kosugi, Hiroyuki Watari, Tomomi Miyauchi",Daisuke Gotô
1233413,Sinners,2025-04-16,7.493,4562,39.7942,138,90000000,370333701,"Horror, Action, Thriller","Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",https://image.tmdb.org/t/p/original/oucvKATkCI77ngtPjxAI9SAZW42.jpg,https://image.tmdb.org/t/p/original/nAxGnGHOsfzufThz20zgmRwKur3.jpg,"Michael B. Jordan, Hailee Steinfeld, Miles Caton, Jack O'Connell, Wunmi Mosaku",Ryan Coogler
680,Pulp Fiction,1994-09-10,8.484,30218,38.1744,154,8000000,213928762,"Thriller, Crime, Comedy","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",https://image.tmdb.org/t/p/original/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,https://image.tmdb.org/t/p/original/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,"John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames",Quentin Tarantino
329505,Lola's Secret,1984-05-04,7.0,71,32.0911,88,0,0,"Drama, Comedy, Horror",Young man has his dreams come true when the sexy new maid seduces him. But she also has a secret that leads to trouble.,https://image.tmdb.org/t/p/original/qaJ4iQngrLbyz9OgaQkJLppDN6m.jpg,https://image.tmdb.org/t/p/original/tId87yE7JnQsQsqOpnGXjz9PoEe.jpg,"Donatella Damiani, Scott Coffey, Gabriele Tinti, Peter Boom, Jacques Stany",Bruno Gaburro
1234821,Jurassic World Rebirth,2025-06-23,6.269,3373,40.0721,134,180000000,869146189,"Science Fiction, Adventure, Action","Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",https://image.tmdb.org/t/p/original/1RICxzeoNCAO5NpcRMIgg1XT6fm.jpg,https://image.tmdb.org/t/p/original/zNriRTr0kWwyaXPzdg1EIxf0BWk.jpg,"Scarlett Johansson, Mahershala Ali, Jonathan Bailey, Rupert Friend, Manuel Garcia-Rulfo",Gareth Edwards
496243,Parasite,2019-05-30,8.495,20653,36.4248,133,11363000,257591776,"Comedy, Thriller, Drama","All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",https://image.tmdb.org/t/p/original/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,https://image.tmdb.org/t/p/original/TU9NIjwzjoKPwQHoHshkFcQUCG.jpg,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-shik, Park So-dam",Bong Joon Ho
578883,Flight Attendant: Scandal,1984-03-16,5.1,7,48.4736,67,0,0,"Comedy, Drama","Four female flight attendants embark on some salacious misadventures: A few go to a company singles party to cavort with some pilots, while the lovely Misako embarks on an adventure all her own after meeting a street fortune teller...",https://image.tmdb.org/t/p/original/gZuLbAy3EjHJeizXYnmDyekgCM5.jpg,https://image.tmdb.org/t/p/original/sR1K7ysoHOyFLLeAHGSSPAjw0gU.jpg,"Tomoko Ai, Kate Asabuki, Shigeru Muroi, Makoto Yoshino, Ryosei Tayama",Masaru Konuma
1280738,The Furious,2026-06-10,0.0,0,39.7645,113,20000000,0,"Action, Crime, Thriller","After Wang Wei's daughter is kidnapped by a criminal network and he receives no help from the corrupt police, Wei sets out to find her himself. His only ally is Navin, a relentless journalist whose wife has mysteriously disappeared. Fueled by a furious vengeance, the unlikely duo ruthlessly battle the kidnappers in this explosive martial arts showdown.",https://image.tmdb.org/t/p/original/zP19YO60jwEsfKd5Qf1UvA5uJu8.jpg,https://image.tmdb.org/t/p/original/79GYNlnCK7kfQPAyQI13NLatK07.jpg,"Xie Miao, Joe Taslim, Yang Enyou, Yayan Ruhian, JeeJa Yanin",Kenji Tanigaki
773543,Fib the Truth,2021-09-09,5.772,90,35.241,89,0,0,"Drama, Thriller","A couple in love spends time away from civilization, but the sudden arrivals of the younger sister and then the girl's ex-boyfriend violate the country idyll.",https://image.tmdb.org/t/p/original/fPUI4KHQKggOdJg9YIBCFEecuU5.jpg,https://image.tmdb.org/t/p/original/9Er1TPFQg2N4yBJQnkJAwoiiE6A.jpg,"Darya Melnikova, Evgeny Romantsov, Pavel Priluchnyy, Elizaveta Kononova, Aleksandr Oblasov",Olga Akatyeva
1207162,Rise of the Conqueror,2026-04-09,6.214,14,39.9155,119,30000000,0,"History, Action, Adventure, War","In the 14th-century, as the Silk Road crumbles and rival factions tear the land apart, fearless warrior Timur emerges from exile. Stripped of everything, he fights to unite the fractured kingdoms, using strategy and sheer will to carve an empire from chaos. Undefeated in battle and widely regarded as one of history’s greatest military leaders and tacticians, not to mention one of its most brutal, Timur would found the Timurid Empire, which ruled over modern-day Afghanistan, Iran and Central Asia.",https://image.tmdb.org/t/p/original/9cRE0DsM6CNIiY9Ah3cd8oc3n1Y.jpg,https://image.tmdb.org/t/p/original/9gWrxuOJeArUbvnqrZALSjhPv9Y.jpg,"Christian Mortensen, Mahesh Jadu, Joshua Jo, Sayed Badreya, Yulduz Rajabova",Jacob Schwarz
19995,Avatar,2009-12-16,7.605,33990,42.1304,162,237000000,2923706026,"Science Fiction, Action, Adventure","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",https://image.tmdb.org/t/p/original/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,https://image.tmdb.org/t/p/original/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Michelle Rodriguez",James Cameron
502356,The Super Mario Bros. Movie,2023-04-05,7.602,10760,33.7869,93,100000000,1360879735,"Family, Comedy, Adventure, Fantasy, Animation","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",https://image.tmdb.org/t/p/original/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,https://image.tmdb.org/t/p/original/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,"Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key",Aaron Horvath
1235877,Jana Nayagan,,0.0,0,35.0413,183,0,0,"Action, Drama, Science Fiction","A clash of ideologies. One stands for the people, the other feeds on control. Their paths collided once before. Years later, a child’s silent fear ignites the past, drawing a former police officer into a battle far bigger than personal revenge.",https://image.tmdb.org/t/p/original/jt8pfSIdi47YpFMMWVRr8w5u2S0.jpg,https://image.tmdb.org/t/p/original/v3lNH2gCojWYXVuXcT9FZLBxcSq.jpg,"Vijay, Mamitha Baiju, Bobby Deol, Pooja Hegde, Priyamani",H. Vinoth
1557848,The Sleeper,2025-10-29,6.0,5,34.6386,123,0,3700000,"Action, Thriller, Drama","Ferman is a cold-blooded hitman who eliminates former agents for a secret organization. While eliminating a target during one of his missions, he encounters Saye and unexpectedly falls in love with her. Instead of killing her, he chooses to bring her into the organization. This decision marks the beginning of an irreversible path in both of their lives.",https://image.tmdb.org/t/p/original/xvycfI4PRusKfqvzmkb8xqO0g48.jpg,https://image.tmdb.org/t/p/original/fOAIBZQOyqktxjpedHZKTDJegkt.jpg,"Çağatay Ulusoy, Elçin Sangu, Barış Falay, Ferit Kaya, Musa Uzunlar",Can Ulkay
27205,Inception,2010-07-15,8.4,39286,36.8733,148,160000000,839030630,"Action, Science Fiction, Adventure","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",https://image.tmdb.org/t/p/original/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,https://image.tmdb.org/t/p/original/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Elliot Page",Christopher Nolan
672,Harry Potter and the Chamber of Secrets,2002-11-13,7.704,23584,33.2267,161,100000000,876688482,"Adventure, Fantasy","Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",https://image.tmdb.org/t/p/original/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,https://image.tmdb.org/t/p/original/1stUIsjawROZxjiCMtqqXqgfZWC.jpg,"Daniel Radcliffe, Rupert Grint, Emma Watson, Kenneth Branagh, Toby Jones",Chris Columbus
1272837,28 Years Later: The Bone Temple,2026-01-14,7.12,1244,36.0394,109,63000000,58522222,"Horror, Thriller, Science Fiction",Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,https://image.tmdb.org/t/p/original/kK1BGkG3KAvWB0WMV1DfOx9yTMZ.jpg,https://image.tmdb.org/t/p/original/hHDNOlATHhre4eZ7aYz5cdyJLik.jpg,"Ralph Fiennes, Jack O'Connell, Alfie Williams, Erin Kellyman, Chi Lewis-Parry",Nia DaCosta
299534,Avengers: Endgame,2019-04-24,8.236,27758,33.6676,181,356000000,2799439100,"Adventure, Science Fiction, Action","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",https://image.tmdb.org/t/p/original/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,https://image.tmdb.org/t/p/original/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",Joe Russo
129,Spirited Away,2001-07-20,8.534,18332,34.8143,125,19000000,274925095,"Animation, Family, Fantasy","A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",https://image.tmdb.org/t/p/original/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,https://image.tmdb.org/t/p/original/dyJvKsNs2KP8qQnAXbRwDjblViy.jpg,"Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naito, Yasuko Sawaguchi",Hayao Miyazaki
539745,Animal Farm,2026-04-30,6.1,47,33.8526,96,35000000,5354047,"Animation, Comedy, Drama, Family, Science Fiction","A group of farm animals rise up against their neglectful owner, dreaming of equality and freedom. But as the pigs take control, the revolution turns into tyranny, with truth rewritten and dissent crushed.",https://image.tmdb.org/t/p/original/6pzI1DIlxwAFffw9OZcG6cr031U.jpg,https://image.tmdb.org/t/p/original/1yl7xmTN2iEyiD3gF8M68lBhR39.jpg,"Seth Rogen, Gaten Matarazzo, Steve Buscemi, Glenn Close, Laverne Cox",Andy Serkis
1156594,Our Fault,2025-10-15,7.366,670,35.8193,110,0,0,"Romance, Drama","Jenna and Lion's wedding brings about the long-awaited reunion between Noah and Nick after their breakup. Nick's inability to forgive Noah stands as an insurmountable barrier. He, heir to his grandfather's businesses, and she, starting her professional life, resist fueling a flame that's still alive. But now that their paths have crossed again, will love be stronger than resentment?",https://image.tmdb.org/t/p/original/yzqHt4m1SeY9FbPrfZ0C2Hi9x1s.jpg,https://image.tmdb.org/t/p/original/7QirCB1o80NEFpQGlQRZerZbQEp.jpg,"Nicole Wallace, Gabriel Guevara, Gabriela Andrada, Marta Hazas, Goya Toledo",Domingo González
1235192,Wormtown,2025-09-27,5.781,17,34.0023,107,0,0,"Science Fiction, Horror, Adventure","One year into a plague of flesh-eating, mind-altering worms, the nocturnal town of Ashland, Ohio, has embraced the parasites’ rule. Under cult-like Mayor Joshua, zealous Ranchers spread their gospel—by persuasion or by force. A trio of uninfected women cling to survival through scavenging, extreme hygiene, and evasion. But everyone breaks eventually, unleashing betrayal, sacrilege, and body horror.",https://image.tmdb.org/t/p/original/lE10ww38b7XA5LIagIsVQj9a8Hn.jpg,https://image.tmdb.org/t/p/original/wfGDy0KVZsiQpGgYoxObUGgccwk.jpg,"Caitlin McWethy, Rachel Ryu, Emily Soppe, Maggie Lou Rader, A.J. Baldwin",Sergio Pinheiro
